class,document,BONA_TFRF
DBT,DBT2281,diabetics diabetic glomerulopathy hemodialysis glucose intolerance insulin dependent diabetics normal kidneys filtration subsequent glomerulosclerosis progresses overt nephrotic manifestations nephropathy clearance less mlmin plan nephrotic azotemic diabetic involves management renal extrarenal complications proliferative retinopathy preparations hemodialysis renal short term favorable
DBT,DBT2282,flexion contractures diabetic rosenbloom fingers joints diabetic slight contracture little finger diabetes progressive process results findings connective vital lungs
DBT,DBT2283,depot serum hdl depot dmpa year group significant serum hdl weeks
DBT,DBT2284,glomeruli diabetics glomerulonephritis method glomeruli hydroxylysylglycosides glomeruli normal subjects diabetics subjects glomerulonephritis hydrolyzate glomeruli glomeruli nmoles sd nmoles diabetics nmoles subjects glomerulonephritis hydroxyproline glomeruli diabetics glomerulonephritis nmoles glomeruli diabetics nmoles glomeruli glomerulonephritis subjects
DBT,DBT2285,diabetics nailfold cp direct microinjection insulin dependent male diabetic cp conditions acclimatization parts positive correlation skin cp limb values summit venous limb values diabetics warm conditions limb values summit venous limb values limb cp hyperemia diabetics diabetic group evidence digital vasoconstrictor intact findings evidence microvascular lesion precapillary sphincter level insulin dependent diabetic vasodilatation stress
DBT,DBT2286,diabetics antipyrine test vivo index kinetics liver cytochrome direct microsomal wide interindividual diabetics fold antipyrine antipyrine subjects normal liver inflammatory vivo vitro parameters histology hand metabolizing diabetics
DBT,DBT2287,cross diabetes aminopropionitrile cross polyester fabric time diabetes streptozotocin diabetic implants total implants total diabetics diabetic half ratio diabetics aminopropionitrile diabetics observations intermolecular cross diabetic cross interfere degradation collagenase intimal sclerosis membrane diabetes
DBT,DBT2288,plasma plasma ketotic diabetes glucose plasma short term term glucose important renin system diabetic
DBT,DBT2289,cataractogenesis vitro sorbitol fructose intact medium intact incubated medium normal glucose times normal microscopy lenses globular degeneration lenses depth degeneration glucose medium opacity opacity globular degeneration lens sorbitol fructose globular degeneration cataractogenesis osmosis risk diabetes glucose medium times normal level hours minimum times normal level hours
DBT,DBT2290,plasma diabetic severe hyperlipidaemia severe electrolyte hyperlipidaemia insulin dependent electrolyte values fallacious problems management regard replacement plasma elecytolyte values
DBT,DBT2291,homozygosity manifestations arthropathy hepatomegaly transaminasemia skin splenomegaly hypogonadism congestive hepatomegaly serum iron transferrin serum ferritin iron excretion deferoxamine stainable iron iron iron times female important damage early therapy early unexplained transferrin
DBT,DBT2292,denmark method conscript unbiased method danish conscript danish total male cohorts occurrence diabetes conscript identification omissions cumulative cohorts thousand total thousand
DBT,DBT2293,effect glucagon short term insulin dependent diabetics short term insulin dependent male diabetics glucagon filtration renal plasma flow steady state excretion plasma glucagon pgml pgml pgml filtration subjects glucagon mlmin filtration rise plasma glucagon renal plasma flow glucagon mlmin excretion micrograms excretion unchanged glucagon results glucagon reversible filtration insulin dependent diabetics diabetics
DBT,DBT2294,diabetes dates diabetes results diabetes likely diabetic general sibships year dates less months results onset non genetic diabetes months
DBT,DBT2295,removal injury starvation conditions man injury conditions man removal metabolic starvation injury diabetes muscular half doubled starvation severe injury intralipid free fatty ketone effect removal load clearance muscular ketone traumatized energy nitrogen load different conditions different
DBT,DBT2296,granulomatous nephritis renal granulomatous nephritis previous literature nephropath granulomatous nephritis important morbidity interstitial diseases albuminuria sterile pyuria renal size defects diabetes renal inappropriate glucosuria interstitial granulomas epithelioid giant usual picture intimal infrequent granulomas findings specific
DBT,DBT2297,growth diabetics diabetic serum weight serum ketotic diabetic serum normal subjects growth synthesis fibroblasts diabetic growth effect diabetic serum weight components wt daltons weight components diabetic serum daltons initiation growth growth diabetic serum daltons normal serum serum growth growth limited importance much vitro results vivo situation vascular diabetics risk diabetes
DBT,DBT2298,status coronary diabetic evidence coronary heart observations necropsy dm onset dm chd dm chd evidence coronary heart chd observations coronary chd dm right circumflex coronary cross atherosclerotic diabetic chd dm chd chd dm coronary dm chd severe coronary chd severe proximal halves halves severe cross narrowing coronary versus level random sugar severe coronary narrowing necropsy
DBT,DBT2299,yersinia enterocolitica septicemia human yersinia enterocolitica septicemia uncommon condition review literature septicemia previous disorders diseases indistinguishable sepsis organisms enterobacteriaceae important mind yersinia enterocolitica resistant aminoglycosides trimoxazole ten fecal cephalosporins cefamandole cefoxitin ones ly
DBT,DBT2300,pregnancy diabetic retinopathy diabetic retinopathy term pregnancy photocoagulation successful diabetic group nonpregnant diabetes proliferative diabetic retinopathy
DBT,DBT2301,growth fetal biparietal different types total fetal biparietal biparietal normal diabetes dates significant
DBT,DBT2302,obesity pregnancy obesity literature pregnancy risks disagreement complications obesity growth gestational deliveries computer uniform perinatal record pregnancy risk obese nonobese obese time pregnancy obese obese group antepartum risk inadequate pregnancy induction cesarean obese complications current primary cesarean group infant apgar scores perinatal fewer weight macrosomic obese accounted percentile significant
DBT,DBT2303,staff manuals teach staff manual staff manual outline process manual concrete examples relevant process manual organize
DBT,DBT2304,isolation partial human neurophysins specific radioimmunoassays neurophysins nps primary protein hormones human pituitary sucrose human neural nps vp ot human np hnp vp hnp ot vp hnp vp hnp ot hnp ot hnp specific rias hnp range pg protein protein correction rias rias human plasma healthy subjects vp hnp ot hnp pgml sem significant values females oral times normal hnp normal hnp eleven inappropriate antidiuretic hnp hnp plasma vp hnp ot hnp subjects dramatic release vp hnp plasma times values lithium diabetes plasma sensitivity rias
DBT,DBT2305,correlation coronary onset ischemic heart uncertain findings findings onset diabetes significant correlation overall coronary presence correlations results spurious diabetic overall coronary diffuseness coronary coronary infarcts results diabetes condition coronary subject subjects atherosclerotic
DBT,DBT2306,ultrastructure human nonsmoking white group diabetic mothers effect diabetic human vascular wall fetal system ultrastructure diabetic mothers white group healthy nonsmokers intimal cushions membrane multilaminal glycogen rich underlying endothelial pseudoendothelium due myocytes
DBT,DBT2307,strict instrumental elicit importance iatrogenic risk ischemic heart possible arteritis injury oral coagulation disorders cardiogenic embolism etc risk
DBT,DBT2308,empirical test transmission recent revealed independent subtypes method reich workers independence transmission techniques non unitary mental subjects reed reed believe limited repertoire methods researchers issues
DBT,DBT2309,photocoagulation photocoagulation literature emphasis bruchs membrane pigment epithelium diffusion conditions choriocapillaries marginal angiograms coagulation literature hypothesis coagulation marginal photocoagulation conditions metabolic exchange shunts
